player,Tournament,winnings,year,avg_driving_distance,tournament
Chris Kirk,The American Express,"$102,175",2021,278.5,2021_the_american_express
Gary Woodland,The American Express,"$102,175",2021,293.0,2021_the_american_express
Russell Knox,The American Express,"$102,175",2021,281.2,2021_the_american_express
Ryan Armour,The American Express,"$102,175",2021,274.0,2021_the_american_express
Matt Jones,The American Express,"$58,625",2021,286.9,2021_the_american_express
Luke List,The American Express,"$58,625",2021,297.3,2021_the_american_express
Rickie Fowler,The American Express,"$58,625",2021,285.9,2021_the_american_express
Brendan Steele,The American Express,"$58,625",2021,282.5,2021_the_american_express
John Huh,The American Express,"$58,625",2021,282.9,2021_the_american_express
Andrew Putnam,The American Express,"$58,625",2021,272.6,2021_the_american_express
Max Homa,The American Express,"$58,625",2021,286.0,2021_the_american_express
Talor Gooch,The American Express,"$58,625",2021,283.9,2021_the_american_express
Brandon Hagy,The American Express,"$58,625",2021,290.1,2021_the_american_express
Richy Werenski,The American Express,"$58,625",2021,279.8,2021_the_american_express
Kramer Hickok,The American Express,"$58,625",2021,281.4,2021_the_american_express
Austin Cook,The American Express,"$38,257",2021,275.1,2021_the_american_express
Kyle Stanley,The American Express,"$38,257",2021,274.9,2021_the_american_express
Kyoung-Hoon Lee,The American Express,"$38,257",2021,286.3,2021_the_american_express
Adam Hadwin,The American Express,"$38,257",2021,280.3,2021_the_american_express
James Hahn,The American Express,"$38,257",2021,276.3,2021_the_american_express
Emiliano Grillo,The American Express,"$31,825",2021,286.7,2021_the_american_express
Bronson Burgoon,The American Express,"$31,825",2021,282.2,2021_the_american_express
Adam Schenk,The American Express,"$31,825",2021,286.7,2021_the_american_express
Tyler McCumber,The American Express,"$25,125",2021,299.6,2021_the_american_express
Matthew Wolff,The American Express,"$25,125",2021,297.8,2021_the_american_express
Roger Sloan,The American Express,"$25,125",2021,290.6,2021_the_american_express
Jamie Lovemark,The American Express,"$25,125",2021,280.7,2021_the_american_express
Josh Teater,The American Express,"$25,125",2021,282.2,2021_the_american_express
Alex Noren,The American Express,"$25,125",2021,278.5,2021_the_american_express
Rhein Gibson,The American Express,"$25,125",2021,278.4,2021_the_american_express
Brian Stuard,The American Express,"$17,777",2021,271.5,2021_the_american_express
Martin Laird,The American Express,"$17,777",2021,278.7,2021_the_american_express
Rob Oppenheim,The American Express,"$17,777",2021,275.5,2021_the_american_express
Nick Taylor,The American Express,"$17,777",2021,284.8,2021_the_american_express
Sam Ryder,The American Express,"$17,777",2021,284.0,2021_the_american_express
Patton Kizzire,The American Express,"$16,147",2021,283.8,2021_the_american_express
Charl Schwartzel,The American Express,"$15,812",2021,288.5,2021_the_american_express
Wyndham Clark,The American Express,"$15,812",2021,295.5,2021_the_american_express
Tyler Duncan,The American Express,"$15,410",2021,278.1,2021_the_american_express
Erik van Rooyen,The American Express,"$15,410",2021,286.5,2021_the_american_express
Ben Martin,The American Express,"$15,410",2021,280.3,2021_the_american_express
Cameron Tringale,The American Express,"$15,410",2021,284.3,2021_the_american_express
Jimmy Walker,The American Express,"$15,008",2021,284.0,2021_the_american_express
Vaughn Taylor,The American Express,"$15,008",2021,273.7,2021_the_american_express
Zach Johnson,The American Express,"$14,740",2021,277.8,2021_the_american_express
Hank Lebioda,The American Express,"$14,740",2021,280.0,2021_the_american_express
Will Gordon,The American Express,"$14,338",2021,297.3,2021_the_american_express
Sebastian Cappelen,The American Express,"$14,338",2021,293.1,2021_the_american_express
David Hearn,The American Express,"$14,338",2021,265.2,2021_the_american_express
Andrew Landry,The American Express,"$14,338",2021,279.1,2021_the_american_express
Nelson Ledesma,The American Express,"$14,003",2021,281.6,2021_the_american_express
Adam Long,The American Express,"$13,869",2021,276.5,2021_the_american_express
Doc Redman,The American Express,"$13,735",2021,282.2,2021_the_american_express
Maverick McNealy,The American Express,"$13,601",2021,285.6,2021_the_american_express
